ClienteID,NomeCliente,Sexo,Idade,FaixaEtaria,Cidade,Estado,Regiao,DataCadastro
1291,Cliente 1291,Masculino,52,45-54,Goiânia,GO,Centro-Oeste,2024-12-16
1292,Cliente 1292,Feminino,38,35-44,Rio de Janeiro,RJ,Sudeste,2022-09-09
1293,Cliente 1293,Masculino,28,25-34,Porto Velho,RO,norte ,2024-04-17
1294,Cliente 1294,Masculino,51,45-54,Santos,SP,Sudeste,2024-01-07
1295,Cliente 1295,Masculino,29,25-34,Porto Alegre,RS,Sul,2021-07-26
1296,Cliente 1296,Feminino,21,18-24,Niterói,RJ,Sudeste,2021-04-19
1297,Cliente 1297,Masculino,48,45-54,Curitiba,PR,SUL,2022-05-30
1298,Cliente 1298,Masculino,50,45-54,Curitiba,PR,Sul,2022-01-01
1299,Cliente 1299,Masculino,38,35-44,São Paulo,SP,Sudeste,2022-07-17
1300,Cliente 1300,Masculino,47,45-54,Maceió,AL,Nordeste,2025-01-20
1301,Cliente 1301,Masculino,66,55+,Londrina,PR,Sul,2023-11-11
1302,Cliente 1302,Masculino,42,35-44,Niterói,RJ,Sudeste,2023-01-09
1303,Cliente 1303,Não informado,47,45-54,São Paulo,SP,Sudeste,2023-08-29
1304,Cliente 1304,Feminino,29,25-34,João Pessoa,PB,Nordeste,2021-09-18
1305,Cliente 1305,Masculino,18,18-24,São Paulo,SP,Sudeste,2023-01-15
1306,Cliente 1306,Masculino,43,35-44,Porto Alegre,RS,Sul,2023-07-08
1307,Cliente 1307,Feminino,53,45-54,Fortaleza,CE,Nordeste,2024-09-19
1308,Cliente 1308,Feminino,42,35-44,Palmas,TO,Norte,2021-10-11
1309,Cliente 1309,Masculino,54,45-54,Niterói,RJ,Sudeste,2025-03-07
1310,Cliente 1310,Masculino,47,45-54,Rio de Janeiro,RJ,Sudeste,2024-04-13
1311,Cliente 1311,Feminino,36,35-44,Campo Grande,MS,Centro-Oeste,2023-02-10
1312,Cliente 1312,Masculino,23,18-24,João Pessoa,PB,Nordeste,2023-07-09
1313,Cliente 1313,Masculino,49,45-54,Campo Grande,MS,Centro-Oeste,2023-06-10
1314,Cliente 1314,Feminino,29,25-34,Natal,RN,Nordeste,2025-04-14
1315,Cliente 1315,Masculino,18,18-24,Rio de Janeiro,RJ,Sudeste,2021-11-24
1316,Cliente 1316,Masculino,29,25-34,Porto Alegre,RS,Sul,2022-01-16
1317,Cliente 1317,Masculino,23,18-24,Rio de Janeiro,RJ,Sudeste,2021-04-09
1318,Cliente 1318,Masculino,42,35-44,Curitiba,PR,Sul,2025-03-15
1319,Cliente 1319,Feminino,28,25-34,Maceió,AL,Nordeste,2021-07-15
1320,Cliente 1320,Masculino,31,25-34,Joinville,SC,Sul,2023-06-03
1321,Cliente 1321,Masculino,18,18-24,Santos,SP,Sudeste,2021-07-17
1322,Cliente 1322,Feminino,33,25-34,Cuiabá,MT,Centro-Oeste,2022-12-24
1323,Cliente 1323,Masculino,56,55+,Curitiba,PR,Sul,2021-09-21
1324,Cliente 1324,Masculino,54,45-54,Natal,RN,Nordeste,2024-05-30
1325,Cliente 1325,Feminino,36,35-44,Vitória,ES,Sudeste,2022-07-14
1326,Cliente 1326,Feminino,22,18-24,Rio de Janeiro,RJ,Sudeste,2021-10-30
1327,Cliente 1327,Feminino,30,25-34,Rio de Janeiro,RJ,Sudeste,2022-06-03
1328,Cliente 1328,Masculino,22,18-24,Porto Alegre,RS,Sul,2021-11-10
1329,Cliente 1329,Masculino,46,45-54,Rio de Janeiro,RJ,Sudeste,2024-03-04
1330,Cliente 1330,Feminino,43,35-44,Campo Grande,MS,Centro-Oeste,2023-07-05
1331,Cliente 1331,Masculino,22,18-24,São Paulo,SP,Sudeste,2022-08-30
1332,Cliente 1332,Feminino,50,45-54,Campinas,SP,Sudeste,2023-04-27
1333,Cliente 1333,Feminino,23,18-24,Niterói,RJ,Sudeste,2021-12-20
1334,Cliente 1334,Masculino,50,45-54,Campo Grande,MS,Centro-Oeste,2021-06-08
1335,Cliente 1335,Masculino,18,18-24,Rio de Janeiro,RJ,Sudeste,2025-02-23
1336,Cliente 1336,Masculino,43,35-44,Recife,PE,Nordeste,2022-08-24
1337,Cliente 1337,Masculino,67,55+,Curitiba,PR,Sul,2024-01-24
1338,Cliente 1338,Masculino,75,55+,Brasília,DF,Centro-Oeste,2022-07-29
1339,Cliente 1339,Feminino,39,35-44,Vitória,ES,Sudeste,2021-10-26
1340,Cliente 1340,Masculino,45,45-54,Niterói,RJ,Sudeste,2021-09-17
1341,Cliente 1341,Masculino,40,35-44,Rio de Janeiro,RJ,Sudeste,2025-04-13
1342,Cliente 1342,Feminino,45,45-54,Porto Velho,RO,Norte,2023-08-30
1343,Cliente 1343,Não informado,64,55+,Campinas,SP,Sudeste,2021-04-01
1344,Cliente 1344,Feminino,46,45-54,Brasília,DF,Centro-Oeste,2023-07-31
1345,Cliente 1345,Masculino,41,35-44,Niterói,RJ,Sudeste,2023-12-02
1346,Cliente 1346,Masculino,42,35-44,Belém,PA,Norte,2025-03-23
1347,Cliente 1347,Masculino,34,25-34,Caxias do Sul,RS,Sul,2023-05-19
1348,Cliente 1348,Masculino,33,25-34,Brasília,DF,Centro-Oeste,2024-07-09
1349,Cliente 1349,Feminino,32,25-34,Campo Grande,MS,Centro-Oeste,2021-10-29
1350,Cliente 1350,Masculino,44,35-44,Vitória,ES,Sudeste,2023-02-15
1351,Cliente 1351,Feminino,53,45-54,Recife,PE,Nordeste,2023-08-01
1352,Cliente 1352,Feminino,35,35-44,João Pessoa,PB,Nordeste,2023-04-24
1353,Cliente 1353,Masculino,38,35-44,Vitória,ES,Sudeste,2021-01-19
1354,Cliente 1354,Feminino,26,25-34,Goiânia,GO,Centro-Oeste,2024-12-22
1355,Cliente 1355,Masculino,46,45-54,Palmas,TO,Norte,2024-12-09
1356,Cliente 1356,Feminino,49,45-54,Niterói,RJ,Sudeste,2022-09-26
1357,Cliente 1357,Masculino,40,35-44,Porto Alegre,RS,Sul,2023-10-30
1358,Cliente 1358,Masculino,40,35-44,Vitória,ES,Sudeste,2025-05-25
1359,Cliente 1359,Masculino,46,45-54,Belo Horizonte,MG,Sudeste,2024-07-16
1360,Cliente 1360,Masculino,34,25-34,Campinas,SP,Sudeste,2022-12-19
1361,Cliente 1361,Feminino,38,35-44,São Paulo,SP,Sudeste,2021-03-18
1362,Cliente 1362,Masculino,29,25-34,São Paulo,SP,Sudeste,2022-02-10
1363,Cliente 1363,Feminino,33,25-34,Manaus,AM,Norte,2023-09-08
1364,Cliente 1364,Masculino,54,45-54,Porto Alegre,RS,Sul,2024-04-11
1365,Cliente 1365,Masculino,57,55+,Recife,PE,Nordeste,2024-12-27
1366,Cliente 1366,Feminino,27,25-34,Rio de Janeiro,RJ,Sudeste,2022-03-20
1367,Cliente 1367,Feminino,25,25-34,Londrina,PR,Sul,2025-04-23
1368,Cliente 1368,Feminino,47,45-54,Recife,PE,Nordeste,2021-07-31
1369,Cliente 1369,Feminino,40,35-44,Vitória,ES,Sudeste,2021-01-22
1370,Cliente 1370,Masculino,20,18-24,Campo Grande,MS,Centro-Oeste,2021-09-26
1371,Cliente 1371,Masculino,35,35-44,Curitiba,PR,Sul,2023-05-13
1372,Cliente 1372,Masculino,49,45-54,Campinas,SP,Sudeste,2023-07-28
1373,Cliente 1373,Feminino,32,25-34,Londrina,PR,Sul,2023-08-27
1374,Cliente 1374,Masculino,29,25-34,Manaus,AM,Norte,2024-09-02
1375,Cliente 1375,Feminino,31,25-34,Londrina,PR,Sul,2021-08-11
1376,Cliente 1376,Feminino,52,45-54,Florianópolis,SC,Sul,2021-04-04
1377,Cliente 1377,Feminino,31,25-34,Campinas,SP,Sudeste,2024-03-30
1378,Cliente 1378,Masculino,32,25-34,Caxias do Sul,RS,Sul,2022-07-07
1379,Cliente 1379,Não informado,37,35-44,Belo Horizonte,MG,Sudeste,2022-03-10
1380,Cliente 1380,Feminino,45,45-54,Campinas,SP,Sudeste,2025-06-03
1381,Cliente 1381,Feminino,26,25-34,Florianópolis,SC,Sul,2021-04-16
1382,Cliente 1382,Masculino,60,55+,Salvador,BA,Nordeste,2023-11-13
1383,Cliente 1383,Masculino,45,45-54,Niterói,RJ,Sudeste,2021-09-09
1384,Cliente 1384,Masculino,49,45-54,Maceió,AL,Nordeste,2022-02-10
1385,Cliente 1385,Feminino,33,25-34,Cuiabá,MT,Centro-Oeste,2022-01-28
1386,Cliente 1386,Feminino,28,25-34,Natal,RN,nordeste ,2021-03-30
1387,Cliente 1387,Masculino,23,18-24,Fortaleza,CE,nordeste ,2024-01-25
1388,Cliente 1388,Masculino,54,45-54,Santos,SP,Sudeste,2025-05-01
1389,Cliente 1389,Feminino,28,25-34,Recife,PE,Nordeste,2024-11-05
1390,Cliente 1390,Masculino,32,25-34,Niterói,RJ,Sudeste,2024-04-03
1391,Cliente 1391,Masculino,18,18-24,Salvador,BA,Nordeste,2023-04-06
1392,Cliente 1392,Feminino,24,18-24,Rio de Janeiro,RJ,Sudeste,2024-04-18
1393,Cliente 1393,Masculino,37,35-44,Niterói,RJ,Sudeste,2024-11-25
1394,Cliente 1394,Feminino,30,25-34,Campo Grande,MS,Centro-Oeste,2022-09-02
1395,Cliente 1395,Feminino,60,55+,Joinville,SC,Sul,2025-04-08
1396,Cliente 1396,Masculino,27,25-34,Porto Alegre,RS,Sul,2021-01-09
1397,Cliente 1397,Feminino,52,45-54,Niterói,RJ,Sudeste,2025-01-18
1398,Cliente 1398,Masculino,62,55+,Belo Horizonte,MG,Sudeste,2024-12-21
1399,Cliente 1399,Masculino,30,25-34,Manaus,AM,Norte,2023-11-27
1400,Cliente 1400,Masculino,36,35-44,Campinas,SP,Sudeste,2023-01-23
1401,Cliente 1401,Masculino,61,55+,Joinville,SC,Sul,2022-09-17
1402,Cliente 1402,Feminino,56,55+,Belo Horizonte,MG,Sudeste,2023-06-28
1403,Cliente 1403,Masculino,42,35-44,Santos,SP,Sudeste,2021-06-05
1404,Cliente 1404,Masculino,31,25-34,Vitória,ES,Sudeste,2021-03-25
1405,Cliente 1405,Masculino,26,25-34,Natal,RN,Nordeste,2022-05-26
1406,Cliente 1406,Feminino,27,25-34,Rio de Janeiro,RJ,Sudeste,2021-03-20
1407,Cliente 1407,Feminino,49,45-54,Niterói,RJ,Sudeste,2023-08-16
1408,Cliente 1408,Feminino,18,18-24,Vitória,ES,Sudeste,2024-08-26
1409,Cliente 1409,Feminino,33,25-34,Vitória,ES,Sudeste,2024-09-19
1410,Cliente 1410,Feminino,48,45-54,Recife,PE,Nordeste,2025-06-17
1411,Cliente 1411,Masculino,55,55+,Santos,SP,Sudeste,2024-11-11
1412,Cliente 1412,Feminino,42,35-44,Brasília,DF,Centro-Oeste,2024-11-20
1413,Cliente 1413,Feminino,35,35-44,Curitiba,PR,Sul,2022-09-25
1414,Cliente 1414,Masculino,23,18-24,Rio de Janeiro,RJ,Sudeste,2021-02-05
1415,Cliente 1415,Feminino,22,18-24,Natal,RN,Nordeste,2021-02-13
1416,Cliente 1416,Feminino,31,25-34,São Paulo,SP,Sudeste,2024-07-25
1417,Cliente 1417,Masculino,45,45-54,Vitória,ES,Sudeste,2024-01-12
1418,Cliente 1418,Feminino,55,55+,Goiânia,GO,Centro-Oeste,2022-07-25
1419,Cliente 1419,Masculino,30,25-34,Belém,PA,Norte,2023-09-25
1420,Cliente 1420,Feminino,25,25-34,Santos,SP,Sudeste,2022-01-29
1421,Cliente 1421,Feminino,30,25-34,São Paulo,SP,Sudeste,2021-12-23
1422,Cliente 1422,Feminino,47,45-54,Belo Horizonte,MG,Sudeste,2021-11-25
1423,Cliente 1423,Masculino,51,45-54,Niterói,RJ,Sudeste,2025-03-26
1424,Cliente 1424,Feminino,25,25-34,Fortaleza,CE,Nordeste,2023-08-02
1425,Cliente 1425,Masculino,42,35-44,Vitória,ES,Sudeste,2021-08-14
1426,Cliente 1426,Feminino,20,18-24,Curitiba,PR,Sul,2021-05-25
1427,Cliente 1427,Masculino,42,35-44,Brasília,DF,Centro-Oeste,2021-05-22
1428,Cliente 1428,Feminino,42,35-44,Fortaleza,CE,Nordeste,2021-04-04
1429,Cliente 1429,Masculino,58,55+,Porto Alegre,RS,Sul,2021-07-06
1430,Cliente 1430,Feminino,26,25-34,Goiânia,GO,Centro-Oeste,2023-07-02
1431,Cliente 1431,Masculino,26,25-34,Niterói,RJ,Sudeste,2024-10-13
1432,Cliente 1432,Feminino,47,45-54,Campinas,SP,Sudeste,2023-02-19
1433,Cliente 1433,Feminino,45,45-54,Campinas,SP,Sudeste,2021-03-07
1434,Cliente 1434,Masculino,42,35-44,Salvador,BA,Nordeste,2024-11-06
1435,Cliente 1435,Feminino,39,35-44,Florianópolis,SC,Sul,2023-04-04
1436,Cliente 1436,Masculino,36,35-44,Cuiabá,MT,Centro-Oeste,2025-06-11
1437,Cliente 1437,Masculino,30,25-34,Caxias do Sul,RS,Sul,2021-09-13
1438,Cliente 1438,Feminino,45,45-54,Florianópolis,SC,Sul,2022-03-12
1439,Cliente 1439,Feminino,53,45-54,Cuiabá,MT,Centro-Oeste,2021-03-26
1440,Cliente 1440,Feminino,42,35-44,Vitória,ES,Sudeste,2025-03-03
1441,Cliente 1441,Masculino,55,55+,João Pessoa,PB,Nordeste,2021-05-18
1442,Cliente 1442,Feminino,52,45-54,Belo Horizonte,MG,SUDESTE,2025-02-14
1443,Cliente 1443,Feminino,25,25-34,São Paulo,SP,Sudeste,2023-01-12
1444,Cliente 1444,Masculino,28,25-34,Caxias do Sul,RS,Sul,2022-11-28
1445,Cliente 1445,Masculino,45,45-54,Santos,SP,Sudeste,2022-10-18
1446,Cliente 1446,Masculino,35,35-44,São Paulo,SP,Sudeste,2024-01-27
1447,Cliente 1447,Feminino,50,45-54,Recife,PE,Nordeste,2021-07-10
1448,Cliente 1448,Feminino,46,45-54,Maceió,AL,Nordeste,2025-06-01
1449,Cliente 1449,Feminino,40,35-44,Campinas,SP,Sudeste,2023-12-25
1450,Cliente 1450,Masculino,20,18-24,Santos,SP,Sudeste,2022-05-15
1451,Cliente 1451,Feminino,41,35-44,Florianópolis,SC,Sul,2022-10-27
1452,Cliente 1452,Masculino,53,45-54,São Paulo,SP,Sudeste,2023-10-07
1453,Cliente 1453,Masculino,35,35-44,Rio de Janeiro,RJ,Sudeste,2021-11-27
1454,Cliente 1454,Feminino,32,25-34,Santos,SP,Sudeste,2021-11-30
1455,Cliente 1455,Feminino,41,35-44,Maceió,AL,Nordeste,2025-05-06
1456,Cliente 1456,Feminino,28,25-34,Niterói,RJ,Sudeste,2023-10-01
1457,Cliente 1457,Feminino,32,25-34,Natal,RN,Nordeste,2024-09-29
1458,Cliente 1458,Masculino,38,35-44,Porto Velho,RO,Norte,2022-04-02
1459,Cliente 1459,Masculino,46,45-54,Campo Grande,MS,centro-oeste ,2024-12-24
1460,Cliente 1460,Masculino,29,25-34,Santos,SP,Sudeste,2021-09-27
1461,Cliente 1461,Feminino,27,25-34,Vitória,ES,Sudeste,2022-12-15
1462,Cliente 1462,Feminino,54,45-54,Curitiba,PR,Sul,2024-12-17
1463,Cliente 1463,Masculino,55,55+,Brasília,DF,Centro-Oeste,2023-06-14
1464,Cliente 1464,Feminino,18,18-24,Vitória,ES,Sudeste,2022-09-23
1465,Cliente 1465,Feminino,20,18-24,Vitória,ES,Sudeste,2024-10-26
1466,Cliente 1466,Feminino,35,35-44,Maceió,AL,Nordeste,2022-02-11
1467,Cliente 1467,Feminino,49,45-54,Campo Grande,MS,Centro-Oeste,2021-06-03
1468,Cliente 1468,Feminino,43,35-44,Campinas,SP,Sudeste,2021-01-23
1469,Cliente 1469,Masculino,45,45-54,Londrina,PR,Sul,2021-06-02
1470,Cliente 1470,Masculino,38,35-44,Niterói,RJ,Sudeste,2025-01-22
1471,Cliente 1471,Feminino,51,45-54,João Pessoa,PB,Nordeste,2023-11-13
1472,Cliente 1472,Masculino,18,18-24,São Paulo,SP,Sudeste,2022-07-30
1473,Cliente 1473,Masculino,28,25-34,Salvador,BA,Nordeste,2023-03-27
1474,Cliente 1474,Feminino,52,45-54,Londrina,PR,Sul,2022-10-31
1475,Cliente 1475,Feminino,22,18-24,São Paulo,SP,Sudeste,2025-06-24
1476,Cliente 1476,Masculino,31,25-34,Belo Horizonte,MG,sudeste ,2025-01-19
1477,Cliente 1477,Feminino,39,35-44,Florianópolis,SC,Sul,2023-03-13
1478,Cliente 1478,Masculino,71,55+,Natal,RN,Nordeste,2021-04-26
1479,Cliente 1479,Masculino,70,55+,Campinas,SP,Sudeste,2025-04-12
1480,Cliente 1480,Feminino,23,18-24,Recife,PE,Nordeste,2021-06-27
1481,Cliente 1481,Masculino,36,35-44,Campo Grande,MS,Centro-Oeste,2023-02-03
1482,Cliente 1482,Feminino,41,35-44,Recife,PE,Nordeste,2024-04-12
1483,Cliente 1483,Feminino,36,35-44,Fortaleza,CE,Nordeste,2023-05-23
1484,Cliente 1484,Masculino,47,45-54,Joinville,SC,Sul,2021-05-02
1485,Cliente 1485,Feminino,50,45-54,Florianópolis,SC,Sul,2023-10-28
1486,Cliente 1486,Feminino,31,25-34,Niterói,RJ,Sudeste,2021-11-18
1487,Cliente 1487,Masculino,47,45-54,Campinas,SP,Sudeste,2021-01-02
1488,Cliente 1488,Masculino,33,25-34,Goiânia,GO,Centro-Oeste,2024-11-11
1489,Cliente 1489,Feminino,33,25-34,Cuiabá,MT,Centro-Oeste,2022-03-16
1490,Cliente 1490,Masculino,35,35-44,Florianópolis,SC,Sul,2023-09-23
1491,Cliente 1491,Feminino,31,25-34,Belo Horizonte,MG,Sudeste,2024-03-24
1492,Cliente 1492,Feminino,33,25-34,Santos,SP,Sudeste,2021-10-16
1493,Cliente 1493,Masculino,28,25-34,Belo Horizonte,MG,Sudeste,2023-11-03
1494,Cliente 1494,Masculino,18,18-24,Cuiabá,MT,Centro-Oeste,2022-03-05
1495,Cliente 1495,Feminino,18,18-24,Curitiba,PR,Sul,2022-03-17
1496,Cliente 1496,Masculino,22,18-24,Fortaleza,CE,Nordeste,2024-12-10
1497,Cliente 1497,Masculino,31,25-34,Londrina,PR,Sul,2024-05-25
1498,Cliente 1498,Feminino,27,25-34,Curitiba,PR,Sul,2022-06-06
1499,Cliente 1499,Feminino,28,25-34,Campinas,SP,Sudeste,2023-03-12
1500,Cliente 1500,Feminino,41,35-44,Belo Horizonte,MG,Sudeste,2024-10-06
1501,Cliente 1501,Masculino,18,18-24,Goiânia,GO,Centro-Oeste,2022-05-31
1502,Cliente 1502,Masculino,28,25-34,Maceió,AL,Nordeste,2023-11-17
1503,Cliente 1503,Não informado,60,55+,Belo Horizonte,MG,Sudeste,2021-02-16
1504,Cliente 1504,Feminino,27,25-34,Campinas,SP,Sudeste,2024-01-19
1505,Cliente 1505,Feminino,35,35-44,Campinas,SP,Sudeste,2023-02-12
1506,Cliente 1506,Masculino,24,18-24,Rio de Janeiro,RJ,Sudeste,2022-01-19
1507,Cliente 1507,Masculino,40,35-44,Belém,PA,Norte,2021-09-29
1508,Cliente 1508,Masculino,44,35-44,Belo Horizonte,MG,Sudeste,2025-01-03
1509,Cliente 1509,Masculino,18,18-24,Salvador,BA,NORDESTE,2021-06-18
1510,Cliente 1510,Masculino,34,25-34,São Paulo,SP,Sudeste,2021-09-22
1511,Cliente 1511,Feminino,28,25-34,Vitória,ES,Sudeste,2021-11-26
1512,Cliente 1512,Feminino,55,55+,João Pessoa,PB,Nordeste,2022-01-25
1513,Cliente 1513,Feminino,51,45-54,Belo Horizonte,MG,Sudeste,2025-04-12
1514,Cliente 1514,Masculino,44,35-44,Campinas,SP,Sudeste,2021-02-07
1515,Cliente 1515,Masculino,46,45-54,Curitiba,PR,Sul,2023-01-11
1516,Cliente 1516,Masculino,21,18-24,Recife,PE,Nordeste,2022-08-07
1517,Cliente 1517,Masculino,27,25-34,Belo Horizonte,MG,Sudeste,2023-03-04
1518,Cliente 1518,Masculino,48,45-54,Santos,SP,Sudeste,2023-04-29
1519,Cliente 1519,Feminino,42,35-44,Porto Alegre,RS,Sul,2021-04-26
1520,Cliente 1520,Feminino,59,55+,Fortaleza,CE,Nordeste,2021-04-22
1521,Cliente 1521,Feminino,32,25-34,Vitória,ES,Sudeste,2022-11-30
1522,Cliente 1522,Feminino,38,35-44,Salvador,BA,Nordeste,2025-03-05
1523,Cliente 1523,Feminino,26,25-34,Vitória,ES,Sudeste,2023-10-05
1524,Cliente 1524,Feminino,34,25-34,Belo Horizonte,MG,sudeste ,2022-05-19
1525,Cliente 1525,Masculino,36,35-44,João Pessoa,PB,Nordeste,2023-01-11
1526,Cliente 1526,Masculino,47,45-54,Curitiba,PR,Sul,2023-06-24
1527,Cliente 1527,Feminino,44,35-44,Belo Horizonte,MG,Sudeste,2021-11-20
1528,Cliente 1528,Feminino,20,18-24,Curitiba,PR,Sul,2023-12-19
1529,Cliente 1529,Masculino,51,45-54,Londrina,PR,Sul,2021-02-02
1530,Cliente 1530,Feminino,37,35-44,Palmas,TO,Norte,2022-03-07
1531,Cliente 1531,Masculino,34,25-34,Belo Horizonte,MG,Sudeste,2022-03-16
1532,Cliente 1532,Masculino,48,45-54,Campinas,SP,Sudeste,2023-11-29
1533,Cliente 1533,Masculino,30,25-34,Campinas,SP,Sudeste,2025-06-19
1534,Cliente 1534,Feminino,18,18-24,Belo Horizonte,MG,Sudeste,2023-01-20
1535,Cliente 1535,Feminino,18,18-24,Niterói,RJ,Sudeste,2021-03-25
1536,Cliente 1536,Masculino,25,25-34,Curitiba,PR,Sul,2024-10-13
1537,Cliente 1537,Feminino,41,35-44,Vitória,ES,Sudeste,2022-12-30
1538,Cliente 1538,Feminino,40,35-44,Santos,SP,Sudeste,2023-04-09
1539,Cliente 1539,Feminino,37,35-44,São Paulo,SP,Sudeste,2022-10-05
1540,Cliente 1540,Feminino,34,25-34,Brasília,DF,Centro-Oeste,2021-08-21
1541,Cliente 1541,Masculino,30,25-34,Santos,SP,Sudeste,2022-09-29
1542,Cliente 1542,Não informado,30,25-34,João Pessoa,PB,Nordeste,2025-03-11
1543,Cliente 1543,Masculino,29,25-34,Campinas,SP,Sudeste,2025-05-26
1544,Cliente 1544,Feminino,29,25-34,Porto Alegre,RS,Sul,2021-05-03
1545,Cliente 1545,Feminino,54,45-54,Rio de Janeiro,RJ,Sudeste,2021-02-25
1546,Cliente 1546,Masculino,44,35-44,Joinville,SC,Sul,2023-10-06
1547,Cliente 1547,Feminino,31,25-34,Campo Grande,MS,Centro-Oeste,2023-10-24
1548,Cliente 1548,Feminino,36,35-44,Campinas,SP,Sudeste,2021-06-21
1549,Cliente 1549,Não informado,52,45-54,Campinas,SP,sudeste ,2025-02-19
1550,Cliente 1550,Feminino,37,35-44,Santos,SP,Sudeste,2021-12-10
1551,Cliente 1551,Masculino,34,25-34,Vitória,ES,Sudeste,2021-02-12
1552,Cliente 1552,Feminino,22,18-24,Fortaleza,CE,Nordeste,2023-10-02
1553,Cliente 1553,Masculino,34,25-34,Rio de Janeiro,RJ,Sudeste,2024-11-30
1554,Cliente 1554,Masculino,18,18-24,Caxias do Sul,RS,sul ,2022-06-26
1555,Cliente 1555,Masculino,23,18-24,Belo Horizonte,MG,Sudeste,2022-11-23
1556,Cliente 1556,Feminino,41,35-44,Santos,SP,Sudeste,2023-12-04
1557,Cliente 1557,Masculino,45,45-54,Natal,RN,Nordeste,2025-02-18
1558,Cliente 1558,Feminino,48,45-54,Brasília,DF,Centro-Oeste,2023-01-10
1559,Cliente 1559,Feminino,35,35-44,Porto Alegre,RS,Sul,2023-05-18
1560,Cliente 1560,Feminino,26,25-34,Belo Horizonte,MG,Sudeste,2022-11-10
1561,Cliente 1561,Feminino,42,35-44,Londrina,PR,Sul,2022-01-17
1562,Cliente 1562,Feminino,34,25-34,Porto Velho,RO,Norte,2024-09-17
1563,Cliente 1563,Masculino,29,25-34,Curitiba,PR,Sul,2021-11-17
1564,Cliente 1564,Feminino,23,18-24,Rio de Janeiro,RJ,Sudeste,2023-05-15
1565,Cliente 1565,Feminino,53,45-54,Joinville,SC,Sul,2022-12-30
1566,Cliente 1566,Feminino,36,35-44,Vitória,ES,Sudeste,2024-07-29
1567,Cliente 1567,Feminino,40,35-44,Niterói,RJ,Sudeste,2021-06-16
1568,Cliente 1568,Feminino,60,55+,Joinville,SC,Sul,2024-11-12
1569,Cliente 1569,Feminino,38,35-44,Niterói,RJ,Sudeste,2022-12-16
1570,Cliente 1570,Não informado,38,35-44,Maceió,AL,Nordeste,2023-05-28
1571,Cliente 1571,Masculino,32,25-34,Belo Horizonte,MG,Sudeste,2021-12-15
1572,Cliente 1572,Masculino,44,35-44,Rio de Janeiro,RJ,Sudeste,2023-07-02
1573,Cliente 1573,Masculino,32,25-34,Santos,SP,Sudeste,2023-09-20
1574,Cliente 1574,Masculino,20,18-24,Niterói,RJ,Sudeste,2021-03-22
1575,Cliente 1575,Masculino,33,25-34,João Pessoa,PB,Nordeste,2023-10-06
1576,Cliente 1576,Masculino,28,25-34,Cuiabá,MT,Centro-Oeste,2024-07-28
1577,Cliente 1577,Masculino,18,18-24,Vitória,ES,Sudeste,2022-02-23
1578,Cliente 1578,Masculino,35,35-44,Vitória,ES,Sudeste,2023-04-19
1579,Cliente 1579,Feminino,31,25-34,Niterói,RJ,Sudeste,2021-01-27
1580,Cliente 1580,Masculino,49,45-54,Porto Velho,RO,Norte,2024-11-21
1581,Cliente 1581,Masculino,57,55+,Maceió,AL,Nordeste,2022-03-08
1582,Cliente 1582,Feminino,40,35-44,Maceió,AL,Nordeste,2025-02-13
1583,Cliente 1583,Masculino,19,18-24,Brasília,DF,Centro-Oeste,2022-07-08
1584,Cliente 1584,Feminino,35,35-44,João Pessoa,PB,Nordeste,2024-06-27
1585,Cliente 1585,Feminino,43,35-44,Santos,SP,Sudeste,2021-06-17
1586,Cliente 1586,Não informado,38,35-44,Campinas,SP,Sudeste,2023-06-10
1587,Cliente 1587,Masculino,29,25-34,Fortaleza,CE,Nordeste,2023-03-14
1588,Cliente 1588,Feminino,38,35-44,Salvador,BA,Nordeste,2023-01-18
1589,Cliente 1589,Não informado,24,18-24,Cuiabá,MT,Centro-Oeste,2022-01-10
1590,Cliente 1590,Masculino,30,25-34,São Paulo,SP,Sudeste,2021-12-16
1591,Cliente 1591,Masculino,36,35-44,Salvador,BA,Nordeste,2023-06-09
1592,Cliente 1592,Feminino,32,25-34,Joinville,SC,Sul,2024-10-08
1593,Cliente 1593,Não informado,36,35-44,São Paulo,SP,Sudeste,2024-03-30
1594,Cliente 1594,Feminino,28,25-34,São Paulo,SP,Sudeste,2024-01-11
1595,Cliente 1595,Masculino,37,35-44,Natal,RN,Nordeste,2024-08-13
1596,Cliente 1596,Masculino,18,18-24,Londrina,PR,Sul,2022-04-04
1597,Cliente 1597,Feminino,35,35-44,Cuiabá,MT,Centro-Oeste,2023-07-27
1598,Cliente 1598,Feminino,31,25-34,Campinas,SP,Sudeste,2023-05-05
1599,Cliente 1599,Feminino,35,35-44,Vitória,ES,sudeste ,2022-06-30
1600,Cliente 1600,Masculino,39,35-44,Niterói,RJ,Sudeste,2023-05-24
1601,Cliente 1601,Masculino,35,35-44,Campinas,SP,Sudeste,2024-06-01
1602,Cliente 1602,Feminino,27,25-34,Maceió,AL,Nordeste,2021-02-14
1603,Cliente 1603,Feminino,18,18-24,Vitória,ES,Sudeste,2023-07-14
1604,Cliente 1604,Masculino,18,18-24,Joinville,SC,Sul,2022-02-02
1605,Cliente 1605,Masculino,43,35-44,Niterói,RJ,Sudeste,2022-08-16
1606,Cliente 1606,Masculino,45,45-54,Joinville,SC,Sul,2024-05-05
